Transaction ID,Date of Travel,Company,City,KM Travelled,Price Charged,Cost of Trip
10000917,42379,Yellow Cab,NEW YORK NY,10.7,264.02,154.08
10000918,42371,Yellow Cab,NEW YORK NY,28.62,952.43,367.4808
10000919,42371,Yellow Cab,NEW YORK NY,35.7,1019.49,436.968
10000920,42374,Yellow Cab,NEW YORK NY,38.22,953.56,486.1584
10000921,42377,Yellow Cab,NEW YORK NY,35.7,929.84,488.376
10000922,42379,Yellow Cab,NEW YORK NY,13.86,387.6,197.9208
10000923,42377,Yellow Cab,NEW YORK NY,6.96,183.19,97.7184
10000924,42381,Yellow Cab,NEW YORK NY,13.32,332.32,187.0128
10000925,42375,Yellow Cab,NEW YORK NY,5.3,132.23,75.048
10000926,42381,Yellow Cab,NEW YORK NY,39.78,1101.54,501.228
10000927,42371,Yellow Cab,NEW YORK NY,34.56,1121.11,485.2224
10000928,42374,Yellow Cab,NEW YORK NY,28.8,726.43,390.528
10000929,42371,Yellow Cab,NEW YORK NY,37.24,1065.31,536.256
10000930,42374,Yellow Cab,NEW YORK NY,37.76,942.08,512.0256
10000931,42372,Yellow Cab,NEW YORK NY,8.64,254.29,105.7536
10000932,42381,Yellow Cab,NEW YORK NY,39.2,1149.97,470.4
10000933,42375,Yellow Cab,NEW YORK NY,17.25,472.94,215.28
10000934,42378,Yellow Cab,NEW YORK NY,15.15,423.67,187.254
10000935,42377,Yellow Cab,NEW YORK NY,24.24,624.71,346.1472
10000936,42381,Yellow Cab,NEW YORK NY,4.56,136.27,61.2864
10000937,42372,Yellow Cab,NEW YORK NY,17.1,535.59,233.928
10000938,42374,Yellow Cab,NEW YORK NY,16.83,475.27,242.352
10000939,42371,Yellow Cab,NEW YORK NY,41.07,1275.54,591.408
10000940,42371,Yellow Cab,NEW YORK NY,14.4,420.7,205.632
10000941,42379,Yellow Cab,NEW YORK NY,36.48,1100.18,485.9136
10000942,42373,Yellow Cab,NEW YORK NY,19.62,586.33,280.1736
10000943,42372,Yellow Cab,NEW YORK NY,3.24,106.45,44.712
10000944,42372,Yellow Cab,NEW YORK NY,26.18,750.07,364.4256
10000945,42375,Yellow Cab,NEW YORK NY,24.24,638,305.424
10000946,42380,Yellow Cab,NEW YORK NY,14.85,374.57,203.148
10000947,42376,Yellow Cab,NEW YORK NY,28.62,729.74,353.7432
10000948,42374,Yellow Cab,NEW YORK NY,41.76,1087.67,501.12
10000949,42372,Yellow Cab,NEW YORK NY,31.9,1124.03,459.36
10000950,42379,Yellow Cab,NEW YORK NY,34.8,915.94,438.48
10000951,42372,Yellow Cab,NEW YORK NY,32.7,981.52,443.412
10000952,42377,Yellow Cab,NEW YORK NY,29.29,811.07,358.5096
10000953,42379,Yellow Cab,NEW YORK NY,2.32,58.52,30.0672
10000954,42377,Yellow Cab,NEW YORK NY,7.14,197.71,92.5344
10000955,42377,Yellow Cab,NEW YORK NY,10.1,271.37,132.108
10000956,42375,Yellow Cab,NEW YORK NY,41.65,1130.49,509.796
10000957,42372,Yellow Cab,NEW YORK NY,31.64,990.99,444.2256
10000958,42372,Yellow Cab,NEW YORK NY,22.66,767.88,304.5504
10000959,42376,Yellow Cab,NEW YORK NY,20.6,609.97,254.616
10000960,42372,Yellow Cab,NEW YORK NY,5.85,188.49,83.538
10000961,42371,Yellow Cab,NEW YORK NY,19.04,634.46,253.6128
10000962,42372,Yellow Cab,NEW YORK NY,7.49,223.91,98.868
10000963,42375,Yellow Cab,NEW YORK NY,2.3,63.06,33.12
10000964,42378,Yellow Cab,NEW YORK NY,36.75,1088.17,480.69
10000965,42379,Yellow Cab,NEW YORK NY,1.9,48.97,25.08
10000966,42372,Yellow Cab,NEW YORK NY,39.78,1176.58,558.5112
10000967,42377,Yellow Cab,NEW YORK NY,29.4,797.99,370.44
10000968,42379,Yellow Cab,NEW YORK NY,30.16,901.31,412.5888
10000969,42372,Yellow Cab,NEW YORK NY,34.98,1064.53,482.724
10000970,42374,Yellow Cab,NEW YORK NY,23,630.58,306.36
10000971,42376,Yellow Cab,NEW YORK NY,39.14,1180.4,488.4672
10000972,42379,Yellow Cab,NEW YORK NY,33.9,929.43,439.344
10000973,42377,Yellow Cab,NEW YORK NY,36.86,980.26,495.3984
10000974,42379,Yellow Cab,NEW YORK NY,32.1,853.67,396.756
10000975,42371,Yellow Cab,NEW YORK NY,37.12,1238.35,507.8016
10000976,42371,Yellow Cab,NEW YORK NY,38.88,1211.78,517.8816
10000977,42375,Yellow Cab,NEW YORK NY,5.7,156.28,77.976
10000978,42376,Yellow Cab,NEW YORK NY,7.14,197.71,94.248
10000979,42376,Yellow Cab,NEW YORK NY,9.45,279.81,130.41
10000980,42372,Yellow Cab,NEW YORK NY,39.55,1197.1,560.028
10000981,42372,Yellow Cab,NEW YORK NY,2.34,74.73,29.7648
10000982,42372,Yellow Cab,NEW YORK NY,9.27,278.25,133.488
10000983,42371,Yellow Cab,NEW YORK NY,26.4,815.72,361.152
10000984,42377,Yellow Cab,NEW YORK NY,21,610.3,252
10000985,42377,Yellow Cab,NEW YORK NY,39.96,1018.88,570.6288
10000986,42374,Yellow Cab,NEW YORK NY,25.68,774.47,369.792
10000987,42379,Yellow Cab,NEW YORK NY,22.89,627.57,318.6288
10000988,42380,Yellow Cab,NEW YORK NY,32.19,847.24,444.222
10000989,42374,Yellow Cab,NEW YORK NY,40.8,1118.6,514.08
10000990,42372,Yellow Cab,NEW YORK NY,29.29,855.71,358.5096
10000991,42377,Yellow Cab,NEW YORK NY,30.07,849.15,378.882
10000992,42378,Yellow Cab,NEW YORK NY,43.32,1140.18,603.0144
10000993,42377,Yellow Cab,NEW YORK NY,15.2,404.23,191.52
10000994,42378,Yellow Cab,NEW YORK NY,11.22,326.07,153.4896
10000995,42377,Yellow Cab,NEW YORK NY,26.25,698.1,349.65
10000996,42377,Yellow Cab,NEW YORK NY,21.24,617.27,259.9776
10000997,42375,Yellow Cab,NEW YORK NY,38,948.07,456
10000998,42376,Yellow Cab,NEW YORK NY,5.55,156.73,76.59
10000999,42376,Yellow Cab,NEW YORK NY,21.42,640.12,257.04
10001000,42380,Yellow Cab,NEW YORK NY,35.89,993.82,495.282
10001001,42371,Yellow Cab,NEW YORK NY,46.8,1391.91,595.296
10001002,42377,Yellow Cab,ORANGE COUNTY,36.96,876.81,510.048
10001003,42372,Yellow Cab,ORANGE COUNTY,22.23,707.68,280.098
10001004,42373,Yellow Cab,ORANGE COUNTY,11.2,302.45,135.744
10001005,42376,Yellow Cab,ORANGE COUNTY,3.27,90.78,43.5564
10001006,42377,Yellow Cab,ORANGE COUNTY,10.78,272.06,130.6536
10001007,42376,Yellow Cab,ORANGE COUNTY,8.64,198.43,118.1952
10001008,42378,Yellow Cab,PHOENIX AZ,14.04,361.75,181.9584
10001009,42371,Yellow Cab,PHOENIX AZ,30,1000.52,403.2
10001010,42377,Yellow Cab,PHOENIX AZ,12.84,351.51,161.784
10001011,42376,Yellow Cab,PHOENIX AZ,36.26,1002.4,469.9296
10001012,42378,Yellow Cab,PITTSBURGH PA,3.09,95.53,40.788
10001013,42378,Yellow Cab,PITTSBURGH PA,31.2,1134.12,404.352
10001014,42371,Yellow Cab,SACRAMENTO CA,38,1065.42,547.2
10001015,42380,Yellow Cab,SACRAMENTO CA,5,131.02,68.4
10001016,42375,Yellow Cab,SACRAMENTO CA,23.69,513.53,298.494
10001017,42375,Yellow Cab,SACRAMENTO CA,34.51,756.3,451.3908
10001018,42378,Yellow Cab,SAN DIEGO CA,46.8,1194.71,662.688
10001019,42372,Yellow Cab,SAN DIEGO CA,20.37,570.22,290.8836
10001020,42376,Yellow Cab,SAN DIEGO CA,24.72,661.1,326.304
10001021,42376,Yellow Cab,SAN DIEGO CA,41.04,977.82,512.1792
10001022,42377,Yellow Cab,SAN DIEGO CA,30.51,726.93,391.7484
10001023,42373,Yellow Cab,SAN DIEGO CA,13.56,309.89,180.6192
10001024,42376,Yellow Cab,SAN DIEGO CA,40.6,947.6,579.768
10001025,42371,Yellow Cab,SAN DIEGO CA,39.9,1019.44,497.952
10001026,42379,Yellow Cab,SAN DIEGO CA,41.04,997.78,522.0288
10001027,42379,Yellow Cab,SAN DIEGO CA,28.42,704.77,395.6064
10001028,42372,Yellow Cab,SAN DIEGO CA,32.86,867.93,461.3544
10001029,42372,Yellow Cab,SAN DIEGO CA,11,340.52,146.52
10001030,42376,Yellow Cab,SAN DIEGO CA,3.96,104.94,52.272
10001031,42379,Yellow Cab,SAN DIEGO CA,22.23,545.87,314.7768
10001032,42375,Yellow Cab,SAN DIEGO CA,18.62,497.96,234.612
10001033,42376,Yellow Cab,SAN DIEGO CA,10.2,265.34,145.656
10001034,42372,Yellow Cab,SAN DIEGO CA,11.44,310.4,163.3632
10001035,42375,Yellow Cab,SAN DIEGO CA,2.4,57.18,29.664
10001036,42377,Yellow Cab,SAN DIEGO CA,20.37,450.67,271.3284
10001037,42378,Yellow Cab,SAN DIEGO CA,14.42,333.05,176.5008
10001038,42371,Yellow Cab,SAN DIEGO CA,12.84,373.35,184.896
10001039,42374,Yellow Cab,SAN DIEGO CA,30.45,792.13,427.518
10001040,42377,Yellow Cab,SAN DIEGO CA,29,740.31,417.6
10001041,42378,Yellow Cab,SAN DIEGO CA,26.73,623.87,330.3828
10001042,42371,Yellow Cab,SAN DIEGO CA,10.78,322.26,134.5344
10001043,42371,Yellow Cab,SAN DIEGO CA,15.4,386.5,206.976
10001044,42375,Yellow Cab,SAN DIEGO CA,12.6,303.27,152.712
10001045,42381,Yellow Cab,SAN DIEGO CA,38.48,916.83,544.8768
10001046,42372,Yellow Cab,SAN DIEGO CA,44.4,1338.75,564.768
10001047,42371,Yellow Cab,SAN DIEGO CA,32.1,900.92,442.98
10001048,42374,Yellow Cab,SAN DIEGO CA,3.42,88.97,45.144
10001049,42371,Yellow Cab,SAN DIEGO CA,35,926.66,504
10001050,42376,Yellow Cab,SAN DIEGO CA,30,736.66,399.6
10001051,42380,Yellow Cab,SAN DIEGO CA,9.9,240.69,129.492
10001052,42377,Yellow Cab,SAN DIEGO CA,33.32,793.88,439.824
10001053,42376,Yellow Cab,SAN DIEGO CA,6.93,178.59,98.1288
10001054,42375,Yellow Cab,SAN DIEGO CA,20.52,508.87,270.864
10001055,42379,Yellow Cab,SAN DIEGO CA,13.39,306.01,187.9956
10001056,42376,Yellow Cab,SAN DIEGO CA,33.48,813.97,449.9712
10001057,42377,Yellow Cab,SAN DIEGO CA,22.44,496.47,277.3584
10001058,42376,Yellow Cab,SAN DIEGO CA,44.07,975.01,624.0312
10001218,42374,Yellow Cab,SEATTLE WA,20.71,518.2,285.798
10001219,42371,Yellow Cab,SEATTLE WA,29.9,871.63,419.796
10001220,42372,Yellow Cab,SEATTLE WA,26.22,867.74,368.1288
10001221,42372,Yellow Cab,SEATTLE WA,7.14,226.62,100.2456
10001222,42377,Yellow Cab,SEATTLE WA,37.62,1013.72,496.584
10001223,42372,Yellow Cab,SEATTLE WA,42,1344.24,564.48
10001224,42372,Yellow Cab,SEATTLE WA,22.88,728.7,302.016
10001225,42372,Yellow Cab,SEATTLE WA,29.58,982.84,418.8528
10001226,42378,Yellow Cab,SEATTLE WA,22.8,670.8,276.336
10001227,42371,Yellow Cab,SEATTLE WA,21.24,631.33,267.624
10001228,42376,Yellow Cab,SEATTLE WA,21.28,550.01,298.7712
10001229,42377,Yellow Cab,SEATTLE WA,31.92,851.35,409.8528
10001230,42379,Yellow Cab,SEATTLE WA,44.4,1330.71,543.456
10001231,42371,Yellow Cab,SEATTLE WA,34.92,976.49,481.896
10001232,42371,Yellow Cab,SEATTLE WA,16.24,540.27,210.4704
10001233,42377,Yellow Cab,SEATTLE WA,32.4,846.33,443.232
10001234,42371,Yellow Cab,SEATTLE WA,39.6,1119.67,541.728
10001235,42381,Yellow Cab,SEATTLE WA,41.04,1026.89,551.5776
10001236,42376,Yellow Cab,SEATTLE WA,15.6,398.92,222.768
10001237,42372,Yellow Cab,SEATTLE WA,7.84,260.65,112.896
10001238,42375,Yellow Cab,SEATTLE WA,37.24,1013.72,536.256
10001239,42372,Yellow Cab,SEATTLE WA,28.08,845.29,360.5472
10001240,42377,Yellow Cab,SEATTLE WA,20.4,527.27,276.624
10001241,42377,Yellow Cab,SEATTLE WA,2.34,70.13,29.7648
10001242,42371,Yellow Cab,SILICON VALLEY,18.02,658.65,240.0264
10001243,42376,Yellow Cab,SILICON VALLEY,4.08,131.58,57.7728
10001244,42378,Yellow Cab,SILICON VALLEY,28.08,754.67,404.352
10001245,42379,Yellow Cab,SILICON VALLEY,4.2,130.44,57.96
10001246,42375,Yellow Cab,SILICON VALLEY,39.24,1171.78,475.5888
10001247,42380,Yellow Cab,SILICON VALLEY,36.63,1181.35,501.0984
10001248,42378,Yellow Cab,SILICON VALLEY,12,387.01,156.96
10001249,42371,Yellow Cab,SILICON VALLEY,32,1171.25,418.56
10001250,42371,Yellow Cab,SILICON VALLEY,27.56,866.45,330.72
10001251,42374,Yellow Cab,SILICON VALLEY,40.56,1332.31,569.4624
10001252,42373,Yellow Cab,SILICON VALLEY,4.76,130.77,67.4016
10001253,42376,Yellow Cab,SILICON VALLEY,13,364.91,182.52
10001254,42371,Yellow Cab,SILICON VALLEY,42.12,1342.05,520.6032
10001255,42376,Yellow Cab,SILICON VALLEY,15.68,468.23,201.3312
10001256,42378,Yellow Cab,SILICON VALLEY,16.32,501.97,225.216
10001257,42376,Yellow Cab,TUCSON AZ,38.88,1138.99,536.544
10001258,42377,Yellow Cab,TUCSON AZ,7.91,231.72,94.92
10001259,42371,Yellow Cab,TUCSON AZ,28.5,965.16,365.94
10001260,42376,Yellow Cab,WASHINGTON DC,4.52,81.01,54.24
10001261,42371,Yellow Cab,WASHINGTON DC,40.4,863.26,538.128
10001262,42371,Yellow Cab,WASHINGTON DC,35.03,868.27,479.2104
10001263,42372,Yellow Cab,WASHINGTON DC,35.97,823.29,487.7532
10001264,42375,Yellow Cab,WASHINGTON DC,13.52,252.73,162.24
10001265,42375,Yellow Cab,WASHINGTON DC,15.68,329.37,191.9232
10001266,42375,Yellow Cab,WASHINGTON DC,25.52,472.13,318.4896
10001267,42372,Yellow Cab,WASHINGTON DC,34.72,781.63,416.64
10001268,42371,Yellow Cab,WASHINGTON DC,16.64,355.94,217.6512
10001269,42377,Yellow Cab,WASHINGTON DC,28.32,551.21,380.6208
10001270,42378,Yellow Cab,WASHINGTON DC,21.2,433.06,264.576
10001271,42378,Yellow Cab,WASHINGTON DC,33.3,596.81,459.54
10001272,42372,Yellow Cab,WASHINGTON DC,35.2,827.85,439.296
10001273,42375,Yellow Cab,WASHINGTON DC,12.87,257.94,180.6948
10001274,42375,Yellow Cab,WASHINGTON DC,39.9,753.54,488.376
10001275,42376,Yellow Cab,WASHINGTON DC,4.68,86.58,65.1456
10001276,42374,Yellow Cab,WASHINGTON DC,41.04,782.98,536.8032
10001277,42376,Yellow Cab,WASHINGTON DC,10.9,193.25,142.572
10001278,42377,Yellow Cab,WASHINGTON DC,3.42,59.98,48.8376
10001279,42375,Yellow Cab,WASHINGTON DC,23.92,437.92,307.1328
10001280,42378,Yellow Cab,WASHINGTON DC,28.13,585.46,347.6868
10001281,42371,Yellow Cab,WASHINGTON DC,13.72,325.53,186.0432
10001282,42377,Yellow Cab,WASHINGTON DC,7.08,147.35,94.3056
10001283,42379,Yellow Cab,WASHINGTON DC,25.07,507.28,357.9996
10001284,42376,Yellow Cab,WASHINGTON DC,27.75,550.82,389.61
10001285,42372,Yellow Cab,WASHINGTON DC,24.24,517.3,314.1504
10001286,42378,Yellow Cab,WASHINGTON DC,16.38,296.72,226.044
10001287,42379,Yellow Cab,WASHINGTON DC,44,898.8,543.84
10001288,42371,Yellow Cab,WASHINGTON DC,14.25,302.02,194.94
10001289,42371,Yellow Cab,WASHINGTON DC,19.76,476.72,253.7184
10001290,42377,Yellow Cab,WASHINGTON DC,31.08,586.97,399.0672
10001291,42371,Yellow Cab,WASHINGTON DC,8.73,168.07,104.76
10001292,42376,Yellow Cab,WASHINGTON DC,35.52,663.97,443.2896
10001293,42381,Yellow Cab,WASHINGTON DC,31.9,565.57,405.768
10001294,42376,Yellow Cab,WASHINGTON DC,8.56,164.96,116.0736
10001295,42372,Yellow Cab,WASHINGTON DC,13.39,314.29,176.748
10001296,42375,Yellow Cab,WASHINGTON DC,8.33,152.5,112.9548
10001297,42372,Yellow Cab,WASHINGTON DC,23,495.85,284.28
10001298,42379,Yellow Cab,WASHINGTON DC,5.55,116.58,75.258
10001299,42376,Yellow Cab,WASHINGTON DC,19.38,399.62,232.56
10001300,42378,Yellow Cab,WASHINGTON DC,21.66,454.98,296.3088
10001301,42376,Yellow Cab,WASHINGTON DC,31.2,595.24,434.304
10001302,42372,Yellow Cab,WASHINGTON DC,28.25,641.37,359.34
10001303,42371,Yellow Cab,WASHINGTON DC,41.07,855.57,522.4104
10001304,42378,Yellow Cab,WASHINGTON DC,36.58,634.44,456.5184
10001305,42380,Yellow Cab,WASHINGTON DC,33.48,658.1,482.112
10001306,42380,Yellow Cab,WASHINGTON DC,39,774.12,496.08
10001307,42375,Yellow Cab,WASHINGTON DC,29.97,571.78,431.568
10001308,42372,Yellow Cab,WASHINGTON DC,31.03,723.56,390.978
10001309,42379,Yellow Cab,WASHINGTON DC,40.46,748.52,558.348
10001310,42372,Yellow Cab,WASHINGTON DC,33.66,702.5,444.312
10001311,42371,Yellow Cab,WASHINGTON DC,34.65,707.94,474.012
10001312,42375,Yellow Cab,WASHINGTON DC,6.36,128.69,82.4256
10001313,42377,Yellow Cab,WASHINGTON DC,44.4,881.3,607.392
10001314,42379,Yellow Cab,WASHINGTON DC,23.52,457.79,321.7536
10001315,42374,Yellow Cab,WASHINGTON DC,5.45,108.18,73.248
10001316,42372,Yellow Cab,WASHINGTON DC,28.56,673.67,363.2832
10001317,42381,Yellow Cab,WASHINGTON DC,27.25,540.89,392.4
10001318,42380,Yellow Cab,WASHINGTON DC,5.7,108.75,80.712
10001319,42371,Yellow Cab,WASHINGTON DC,42.92,905.52,530.4912
10001320,42372,Yellow Cab,WASHINGTON DC,13.65,305.53,170.352
10001321,42375,Yellow Cab,WASHINGTON DC,29.29,530.58,390.1428
10001322,42378,Yellow Cab,WASHINGTON DC,25.5,525.81,327.42
10001323,42371,Yellow Cab,WASHINGTON DC,4.9,105.5,61.152
10001324,42376,Yellow Cab,WASHINGTON DC,10.62,208.75,145.2816
10001325,42378,Yellow Cab,WASHINGTON DC,32.24,590.23,460.3872
10001326,42374,Yellow Cab,WASHINGTON DC,20.16,361.31,266.112
10001327,42379,Yellow Cab,WASHINGTON DC,11.3,213.41,145.092
10001328,42371,Yellow Cab,WASHINGTON DC,19.38,439.58,272.0952
10001329,42375,Yellow Cab,WASHINGTON DC,35,687.98,445.2
10001330,42380,Yellow Cab,WASHINGTON DC,11.11,226.95,142.6524
10001331,42381,Yellow Cab,WASHINGTON DC,15,277.5,210.6
10001332,42374,Yellow Cab,WASHINGTON DC,25.76,526.21,361.6704
10001333,42379,Yellow Cab,WASHINGTON DC,9.12,161.69,128.0448
10001334,42374,Yellow Cab,WASHINGTON DC,8.26,168.73,114.9792
10001335,42378,Yellow Cab,WASHINGTON DC,3.39,68.6,45.1548
10001336,42372,Yellow Cab,WASHINGTON DC,11.11,233.91,141.3192
10001337,42371,Yellow Cab,WASHINGTON DC,20.33,451.1,292.752
10001338,42372,Yellow Cab,WASHINGTON DC,18.24,390.7,240.768
10001339,42376,Yellow Cab,WASHINGTON DC,27.25,535.64,376.05
10001340,42371,Yellow Cab,WASHINGTON DC,10.2,202.54,135.864
10001341,42374,Yellow Cab,WASHINGTON DC,40,701.47,542.4
10001342,42373,Yellow Cab,WASHINGTON DC,21.06,393.67,270.4104
10001343,42378,Yellow Cab,WASHINGTON DC,3.45,69.81,43.47
10001344,42375,Yellow Cab,WASHINGTON DC,28,539.59,362.88
10001345,42371,Yellow Cab,WASHINGTON DC,8.4,197.33,104.832
10001346,42376,Yellow Cab,WASHINGTON DC,17.46,309.55,222.0912
10001347,42372,Yellow Cab,WASHINGTON DC,27.12,580.9,344.9664
10001348,42375,Yellow Cab,WASHINGTON DC,33.66,609.74,432.1944
10001349,42376,Yellow Cab,WASHINGTON DC,34.98,707.81,432.3528
10001350,42375,Yellow Cab,WASHINGTON DC,18.18,381.88,231.2496
10001351,42376,Yellow Cab,WASHINGTON DC,9.04,188.15,114.9888
10001352,42374,Yellow Cab,WASHINGTON DC,44.8,906.51,580.608
10001353,42378,Yellow Cab,WASHINGTON DC,5.35,103.1,75.114
10001354,42376,Yellow Cab,WASHINGTON DC,39.9,707.4,502.74
10001355,42371,Yellow Cab,WASHINGTON DC,7.84,175.86,104.4288
10001356,42376,Yellow Cab,WASHINGTON DC,4.95,95.39,68.31
10001357,42376,Yellow Cab,WASHINGTON DC,11.52,228.66,143.7696
10001358,42372,Yellow Cab,WASHINGTON DC,33,745.07,463.32
10001359,42371,Yellow Cab,WASHINGTON DC,32.98,700.39,423.4632
10001360,42376,Yellow Cab,WASHINGTON DC,4.32,78.26,61.6896
10001361,42379,Yellow Cab,WASHINGTON DC,22.8,439.38,273.6
10001362,42379,Yellow Cab,WASHINGTON DC,19.8,400.65,268.488
10001363,42379,Yellow Cab,WASHINGTON DC,30.4,597.56,437.76
10001364,42377,Yellow Cab,WASHINGTON DC,17.76,325.14,221.6448
10001365,42378,Yellow Cab,WASHINGTON DC,21.42,400.4,300.7368
10001366,42371,Yellow Cab,WASHINGTON DC,34.88,737.78,418.56
10001367,42379,Yellow Cab,WASHINGTON DC,5.7,118.63,77.976
10001368,42380,Yellow Cab,WASHINGTON DC,9.52,172.45,137.088
10001369,42375,Yellow Cab,WASHINGTON DC,17.1,349.31,223.668
10001370,42371,Yellow Cab,WASHINGTON DC,39.96,946.88,551.448
10001371,42379,Yellow Cab,WASHINGTON DC,12.96,239.76,186.624
10001372,42378,Yellow Cab,WASHINGTON DC,39.78,735.94,539.4168
10001373,42371,Yellow Cab,WASHINGTON DC,18.08,392.04,216.96
10001374,42376,Yellow Cab,WASHINGTON DC,22.26,471.87,320.544
10001375,42372,Yellow Cab,WASHINGTON DC,29.7,620.89,402.732
10001376,42378,Yellow Cab,WASHINGTON DC,28,534.19,349.44
10001377,42377,Yellow Cab,WASHINGTON DC,4.4,87.34,58.08
10001378,42371,Yellow Cab,WASHINGTON DC,5.25,115.74,69.93
10001379,42376,Yellow Cab,WASHINGTON DC,39.55,708.82,517.314
10001380,42379,Yellow Cab,WASHINGTON DC,31.92,578.22,413.6832
10001381,42377,Yellow Cab,WASHINGTON DC,14.7,280.45,179.928
10001382,42372,Yellow Cab,WASHINGTON DC,26.19,581.12,348.8508
10001383,42377,Yellow Cab,WASHINGTON DC,17.55,355.12,252.72
10001384,42378,Yellow Cab,WASHINGTON DC,39.44,714.45,520.608
10001385,42375,Yellow Cab,WASHINGTON DC,6,120.25,79.92
10001386,42374,Yellow Cab,WASHINGTON DC,30.4,568.27,423.168
10001387,42371,Yellow Cab,WASHINGTON DC,3.57,76.08,51.408
10001388,42383,Pink Cab,ATLANTA GA,41.44,511.74,472.416
10001389,42379,Pink Cab,ATLANTA GA,26.6,355.93,305.9
10001390,42379,Pink Cab,ATLANTA GA,9.8,136.88,109.76
10001391,42382,Pink Cab,ATLANTA GA,15.82,195.36,164.528
10001392,42378,Pink Cab,ATLANTA GA,35.28,544.11,352.8
10001393,42386,Pink Cab,ATLANTA GA,19,225.34,190
10001394,42380,Pink Cab,ATLANTA GA,21.63,238.02,222.789
10001395,42387,Pink Cab,ATLANTA GA,8.12,96.3,82.012
10001396,42383,Pink Cab,AUSTIN TX,3.88,73.21,40.352
10001397,42387,Pink Cab,AUSTIN TX,31.92,573.32,363.888
10001398,42382,Pink Cab,BOSTON MA,4.76,43.07,55.216
10001399,42383,Pink Cab,BOSTON MA,20.34,185.85,205.434
10001400,42381,Pink Cab,BOSTON MA,5.3,43.25,57.24
10001401,42386,Pink Cab,BOSTON MA,31.32,294.51,360.18
10001402,42385,Pink Cab,BOSTON MA,21.34,200.66,241.142
10001403,42379,Pink Cab,BOSTON MA,11,111.24,112.2
10001404,42379,Pink Cab,BOSTON MA,44.84,428.28,520.144
10001405,42384,Pink Cab,BOSTON MA,17.85,164.68,201.705
10001406,42382,Pink Cab,BOSTON MA,38.88,310.41,435.456
10001407,42378,Pink Cab,BOSTON MA,19.95,194.67,209.475
10001408,42378,Pink Cab,BOSTON MA,8,77.79,89.6
10001409,42378,Pink Cab,BOSTON MA,16.95,188.07,183.06
10001410,42387,Pink Cab,BOSTON MA,4.52,42.1,51.076
10001411,42379,Pink Cab,BOSTON MA,37.62,420.49,376.2
10001412,42379,Pink Cab,CHICAGO IL,21.85,335.28,235.98
10001413,42385,Pink Cab,CHICAGO IL,41.6,564.01,428.48
10001414,42384,Pink Cab,CHICAGO IL,22.26,307.72,227.052
10001415,42382,Pink Cab,CHICAGO IL,27.84,392.26,334.08
10001416,42379,Pink Cab,CHICAGO IL,7.98,133.65,82.992
10001417,42387,Pink Cab,CHICAGO IL,12.35,165.8,135.85
10001418,42384,Pink Cab,CHICAGO IL,33.64,487.39,343.128
10001419,42379,Pink Cab,CHICAGO IL,23.4,323.35,259.74
10001420,42384,Pink Cab,CHICAGO IL,22.31,326.2,258.796
10001421,42382,Pink Cab,CHICAGO IL,43.7,551.82,454.48
10001422,42387,Pink Cab,CHICAGO IL,44.8,643.13,497.28
10001423,42382,Pink Cab,CHICAGO IL,45.2,540.72,542.4
10001424,42379,Pink Cab,CHICAGO IL,2.32,38.16,23.896
10001425,42387,Pink Cab,CHICAGO IL,31.08,442.04,348.096
10001426,42385,Pink Cab,CHICAGO IL,18.53,248.77,194.565
10001427,42379,Pink Cab,CHICAGO IL,23.54,361.4,282.48
10001428,42379,Pink Cab,CHICAGO IL,14.98,209.63,154.294
10001429,42384,Pink Cab,CHICAGO IL,38.94,471.01,389.4
10001430,42379,Pink Cab,CHICAGO IL,36.96,589.53,443.52
10001431,42387,Pink Cab,CHICAGO IL,4.52,56.48,49.72
10001432,42381,Pink Cab,CHICAGO IL,25.48,304.82,262.444
10001433,42379,Pink Cab,CHICAGO IL,18.08,265.75,198.88
10001434,42385,Pink Cab,CHICAGO IL,4.95,71.06,51.975
10001435,42378,Pink Cab,CHICAGO IL,38.22,564.67,443.352
10001436,42378,Pink Cab,CHICAGO IL,22.54,374.36,265.972
10001437,42383,Pink Cab,CHICAGO IL,36.38,498.07,436.56
10001438,42386,Pink Cab,CHICAGO IL,13.44,175.07,155.904
10001439,42379,Pink Cab,CHICAGO IL,7.35,102,82.32
10001440,42378,Pink Cab,CHICAGO IL,21.85,347.36,255.645
10001441,42378,Pink Cab,CHICAGO IL,22.26,335.18,240.408
10001442,42379,Pink Cab,DALLAS TX,3.21,36.1,33.705
10001443,42387,Pink Cab,DALLAS TX,8.96,88.21,100.352
10001444,42378,Pink Cab,DALLAS TX,14.85,172.09,152.955
10001445,42384,Pink Cab,DALLAS TX,27.82,285.8,289.328
10001446,42383,Pink Cab,DALLAS TX,32.86,323.51,341.744
10001447,42386,Pink Cab,DALLAS TX,37.76,416.2,426.688
10001448,42383,Pink Cab,DENVER CO,9.9,93.45,114.84
10001449,42379,Pink Cab,DENVER CO,16.49,191.2,183.039
10001450,42382,Pink Cab,DENVER CO,4.4,46.5,49.72
10001451,42386,Pink Cab,LOS ANGELES CA,10.78,187.54,112.112
10001452,42383,Pink Cab,LOS ANGELES CA,30.42,465.53,325.494
10001453,42385,Pink Cab,LOS ANGELES CA,12.1,198.81,142.78
10001454,42380,Pink Cab,LOS ANGELES CA,31.31,544.71,363.196
10001455,42385,Pink Cab,LOS ANGELES CA,7.14,105.81,83.538
